test_data,I_a,I_b,I_c,Fault_Type
622,0.000000,2.295023,2.295023,1.000000
623,0.000000,2.296113,2.296113,1.000000
624,0.000000,2.295551,2.295551,1.000000
625,0.000000,2.295179,2.295179,1.000000
626,0.000000,2.295051,2.295051,1.000000
627,0.000000,2.293426,2.293426,1.000000
628,0.000000,2.292956,2.292956,1.000000
629,0.000000,2.294348,2.294348,1.000000
630,0.000000,2.295925,2.295925,1.000000
631,0.000000,2.294924,2.294924,1.000000
632,0.000000,2.294811,2.294811,1.000000
633,0.000000,2.295198,2.295198,1.000000
634,0.000000,2.293572,2.293572,1.000000
635,0.000000,2.295363,2.295363,1.000000
636,0.000000,2.295153,2.295153,1.000000
637,0.000000,2.293291,2.293291,1.000000
638,0.000000,2.294386,2.294386,1.000000
639,0.000000,2.293650,2.293650,1.000000
640,0.000000,2.293242,2.293242,1.000000
641,0.000000,2.294013,2.294013,1.000000
642,0.000000,2.292927,2.292927,1.000000
643,0.000000,2.294105,2.294105,1.000000
644,0.000000,2.295309,2.295309,1.000000
645,0.000000,2.293513,2.293513,1.000000
646,0.000000,2.295640,2.295640,1.000000
647,0.000000,2.295053,2.295053,1.000000
648,0.000000,2.292779,2.292779,1.000000
649,0.000000,2.293376,2.293376,1.000000
650,0.000000,2.295943,2.295943,1.000000
651,0.000000,2.293576,2.293576,1.000000
652,0.000000,2.294522,2.294522,1.000000
653,0.000000,2.295299,2.295299,1.000000
654,0.000000,2.294088,2.294088,1.000000
655,0.000000,2.294308,2.294308,1.000000
656,0.000000,2.293103,2.293103,1.000000
657,0.000000,2.294823,2.294823,1.000000
658,0.000000,2.293535,2.293535,1.000000
659,0.000000,2.294369,2.294369,1.000000
660,0.000000,2.295901,2.295901,1.000000
661,0.000000,2.294948,2.294948,1.000000
662,0.000000,2.294054,2.294054,1.000000
663,0.000000,2.295552,2.295552,1.000000
664,0.000000,2.293457,2.293457,1.000000
665,0.000000,2.293551,2.293551,1.000000
666,0.000000,2.293537,2.293537,1.000000
667,0.000000,2.294002,2.294002,1.000000
668,0.000000,2.295504,2.295504,1.000000
669,0.000000,2.295180,2.295180,1.000000
670,0.000000,2.294106,2.294106,1.000000
671,0.000000,2.295898,2.295898,1.000000
672,0.000000,2.295287,2.295287,1.000000
673,0.000000,2.294573,2.294573,1.000000
674,0.000000,2.293582,2.293582,1.000000
675,0.000000,2.293838,2.293838,1.000000
676,0.000000,2.295698,2.295698,1.000000
677,0.000000,2.294491,2.294491,1.000000
678,0.000000,2.294193,2.294193,1.000000
679,0.000000,2.294884,2.294884,1.000000
680,0.000000,2.294796,2.294796,1.000000
681,0.000000,2.294638,2.294638,1.000000
682,0.000000,2.292888,2.292888,1.000000
683,0.000000,2.295921,2.295921,1.000000
684,0.000000,2.293080,2.293080,1.000000
685,0.000000,2.293643,2.293643,1.000000
686,0.000000,2.294574,2.294574,1.000000
687,0.000000,2.295584,2.295584,1.000000
688,0.000000,2.293821,2.293821,1.000000
689,0.000000,2.292842,2.292842,1.000000
690,0.000000,2.294558,2.294558,1.000000
691,0.000000,2.293982,2.293982,1.000000
692,0.000000,2.295909,2.295909,1.000000
693,0.000000,2.293043,2.293043,1.000000
694,0.000000,2.293680,2.293680,1.000000
695,0.000000,2.295129,2.295129,1.000000
696,0.000000,2.292915,2.292915,1.000000
697,0.000000,2.293121,2.293121,1.000000
698,0.000000,2.293739,2.293739,1.000000
699,0.000000,2.292886,2.292886,1.000000
700,0.000000,2.295438,2.295438,1.000000
701,0.000000,2.293602,2.293602,1.000000
702,0.000000,2.294071,2.294071,1.000000
703,0.000000,2.295343,2.295343,1.000000
704,0.000000,2.293359,2.293359,1.000000
705,0.000000,2.295264,2.295264,1.000000
706,0.000000,2.294994,2.294994,1.000000
707,0.000000,2.293923,2.293923,1.000000
708,0.000000,2.294145,2.294145,1.000000
709,0.000000,2.293797,2.293797,1.000000
710,0.000000,2.294907,2.294907,1.000000
711,0.000000,2.295695,2.295695,1.000000
712,0.000000,2.294681,2.294681,1.000000
713,0.000000,2.295317,2.295317,1.000000
714,0.000000,2.295404,2.295404,1.000000
715,0.000000,2.295011,2.295011,1.000000
716,0.000000,2.294528,2.294528,1.000000
717,0.000000,2.294502,2.294502,1.000000
718,0.000000,2.295035,2.295035,1.000000
719,0.000000,2.295659,2.295659,1.000000
720,0.000000,2.294189,2.294189,1.000000
721,0.000000,2.295866,2.295866,1.000000
722,0.000000,2.293497,2.293497,1.000000
723,0.000000,2.292762,2.292762,1.000000
724,0.000000,2.292767,2.292767,1.000000
725,0.000000,2.293712,2.293712,1.000000
726,0.000000,2.295201,2.295201,1.000000
727,0.000000,2.295678,2.295678,1.000000
728,0.000000,2.293129,2.293129,1.000000
729,0.000000,2.293362,2.293362,1.000000
730,0.000000,2.294624,2.294624,1.000000
731,0.000000,2.296063,2.296063,1.000000
732,0.000000,2.294227,2.294227,1.000000
733,0.000000,2.295532,2.295532,1.000000
734,0.000000,2.295723,2.295723,1.000000
735,0.000000,2.296081,2.296081,1.000000
736,0.000000,2.296083,2.296083,1.000000
737,0.000000,2.294076,2.294076,1.000000
738,0.000000,2.293324,2.293324,1.000000
739,0.000000,2.292798,2.292798,1.000000
740,0.000000,2.295771,2.295771,1.000000
741,0.000000,2.294415,2.294415,1.000000
742,0.000000,2.295964,2.295964,1.000000
743,0.000000,2.293000,2.293000,1.000000
744,0.000000,2.293867,2.293867,1.000000
745,0.000000,2.294255,2.294255,1.000000
746,0.000000,2.293439,2.293439,1.000000
747,0.000000,2.295796,2.295796,1.000000
748,0.000000,2.295761,2.295761,1.000000
749,0.000000,2.293758,2.293758,1.000000
750,0.000000,2.293959,2.293959,1.000000
751,0.000000,2.294743,2.294743,1.000000
752,0.000000,2.294939,2.294939,1.000000
753,0.000000,2.295726,2.295726,1.000000
754,0.000000,2.295368,2.295368,1.000000
755,0.000000,2.292807,2.292807,1.000000
756,0.000000,2.295761,2.295761,1.000000
757,0.000000,2.293618,2.293618,1.000000
758,0.000000,2.293902,2.293902,1.000000
759,0.000000,2.295532,2.295532,1.000000
760,0.000000,2.293217,2.293217,1.000000
761,0.000000,2.294910,2.294910,1.000000
762,0.000000,2.294238,2.294238,1.000000
763,0.000000,2.293602,2.293602,1.000000
764,0.000000,2.293678,2.293678,1.000000
765,0.000000,2.295776,2.295776,1.000000
766,0.000000,2.295556,2.295556,1.000000
767,0.000000,2.295360,2.295360,1.000000
768,0.000000,2.293482,2.293482,1.000000
769,0.000000,2.295796,2.295796,1.000000
770,0.000000,2.294067,2.294067,1.000000
771,0.000000,2.294274,2.294274,1.000000
772,0.000000,2.293172,2.293172,1.000000
773,0.000000,2.295902,2.295902,1.000000
774,0.000000,2.296093,2.296093,1.000000
775,0.000000,2.293630,2.293630,1.000000
776,0.000000,2.292762,2.292762,1.000000
777,0.000000,2.293038,2.293038,1.000000
778,0.000000,2.293013,2.293013,1.000000
779,0.000000,2.294344,2.294344,1.000000
780,0.000000,2.293160,2.293160,1.000000
781,0.000000,2.294729,2.294729,1.000000
782,0.000000,2.293273,2.293273,1.000000
783,0.000000,2.293820,2.293820,1.000000
784,0.000000,2.293300,2.293300,1.000000
785,0.000000,2.293284,2.293284,1.000000
786,0.000000,2.294928,2.294928,1.000000
787,0.000000,2.293546,2.293546,1.000000
788,0.000000,2.294055,2.294055,1.000000
789,0.000000,2.293635,2.293635,1.000000
790,0.000000,2.293612,2.293612,1.000000
791,0.000000,2.295064,2.295064,1.000000
792,0.000000,2.293697,2.293697,1.000000
793,0.000000,2.294252,2.294252,1.000000
794,0.000000,2.293850,2.293850,1.000000
795,0.000000,2.294852,2.294852,1.000000
796,0.000000,2.293694,2.293694,1.000000
797,0.000000,2.295153,2.295153,1.000000
798,0.000000,2.294355,2.294355,1.000000
799,0.000000,2.293485,2.293485,1.000000
800,0.000000,2.295434,2.295434,1.000000
801,0.000000,2.294216,2.294216,1.000000
802,0.000000,2.295469,2.295469,1.000000
803,0.000000,2.294879,2.294879,1.000000
804,0.000000,2.292938,2.292938,1.000000
805,0.000000,2.295555,2.295555,1.000000
806,0.000000,2.294537,2.294537,1.000000
807,0.000000,2.293091,2.293091,1.000000
808,0.000000,2.293591,2.293591,1.000000
809,0.000000,2.293366,2.293366,1.000000
810,0.000000,2.295652,2.295652,1.000000
811,0.000000,2.295732,2.295732,1.000000
812,0.000000,2.292801,2.292801,1.000000
813,0.000000,2.294499,2.294499,1.000000
814,0.000000,2.295645,2.295645,1.000000
815,0.000000,2.293740,2.293740,1.000000
816,0.000000,2.293285,2.293285,1.000000
817,0.000000,2.295711,2.295711,1.000000
818,0.000000,2.295581,2.295581,1.000000
819,0.000000,2.296108,2.296108,1.000000
820,0.000000,2.295486,2.295486,1.000000
821,0.000000,2.295518,2.295518,1.000000
822,0.000000,2.295095,2.295095,1.000000
823,0.000000,2.293623,2.293623,1.000000
824,0.000000,2.296090,2.296090,1.000000
825,0.000000,2.295425,2.295425,1.000000
826,0.000000,2.293501,2.293501,1.000000
827,0.000000,2.294708,2.294708,1.000000
828,0.000000,2.295718,2.295718,1.000000
829,0.000000,2.295131,2.295131,1.000000
830,0.000000,2.295094,2.295094,1.000000
831,0.000000,2.292762,2.292762,1.000000
832,0.000000,2.294041,2.294041,1.000000
833,0.000000,2.295964,2.295964,1.000000
834,0.000000,2.295026,2.295026,1.000000
835,0.000000,2.295299,2.295299,1.000000
836,0.000000,2.293740,2.293740,1.000000
837,0.000000,2.294580,2.294580,1.000000
838,0.000000,2.294888,2.294888,1.000000
839,0.000000,2.292786,2.292786,1.000000
840,0.000000,2.294745,2.294745,1.000000
841,0.000000,2.293238,2.293238,1.000000
842,0.000000,2.294248,2.294248,1.000000
843,0.000000,2.293122,2.293122,1.000000
844,0.000000,2.295226,2.295226,1.000000
845,0.000000,2.294177,2.294177,1.000000
846,0.000000,2.294260,2.294260,1.000000
847,0.000000,2.294452,2.294452,1.000000
848,0.000000,2.296130,2.296130,1.000000
849,0.000000,2.293854,2.293854,1.000000
850,0.000000,2.294579,2.294579,1.000000
851,0.000000,2.296083,2.296083,1.000000
852,0.000000,2.295416,2.295416,1.000000
853,0.000000,2.292876,2.292876,1.000000
854,0.000000,2.295326,2.295326,1.000000
855,0.000000,2.296012,2.296012,1.000000
856,0.000000,2.292919,2.292919,1.000000
857,0.000000,2.292901,2.292901,1.000000
858,0.000000,2.296014,2.296014,1.000000
859,0.000000,2.293934,2.293934,1.000000
860,0.000000,2.294494,2.294494,1.000000
861,0.000000,2.294858,2.294858,1.000000
862,0.000000,2.295590,2.295590,1.000000
863,0.000000,2.296005,2.296005,1.000000
864,0.000000,2.294042,2.294042,1.000000
865,0.000000,2.294857,2.294857,1.000000
866,0.000000,2.293075,2.293075,1.000000
867,0.000000,2.295664,2.295664,1.000000
868,0.000000,2.295640,2.295640,1.000000
869,0.000000,2.294721,2.294721,1.000000
870,0.000000,2.296058,2.296058,1.000000
871,0.000000,2.294649,2.294649,1.000000
872,0.000000,2.295637,2.295637,1.000000
873,0.000000,2.295145,2.295145,1.000000
874,0.000000,2.294781,2.294781,1.000000
875,0.000000,2.295229,2.295229,1.000000
876,0.000000,2.296002,2.296002,1.000000
877,0.000000,2.293852,2.293852,1.000000
878,0.000000,2.293752,2.293752,1.000000
879,0.000000,2.295287,2.295287,1.000000
880,0.000000,2.294858,2.294858,1.000000
881,0.000000,2.294772,2.294772,1.000000
882,0.000000,2.294111,2.294111,1.000000
883,0.000000,2.295889,2.295889,1.000000
884,0.000000,2.294485,2.294485,1.000000
885,0.000000,2.296104,2.296104,1.000000
886,0.000000,2.294015,2.294015,1.000000
887,0.000000,2.294939,2.294939,1.000000
888,0.000000,2.294522,2.294522,1.000000
889,0.000000,2.293808,2.293808,1.000000
890,0.000000,2.295320,2.295320,1.000000
891,0.000000,2.293870,2.293870,1.000000
892,0.000000,2.293519,2.293519,1.000000
893,0.000000,2.292850,2.292850,1.000000
894,0.000000,2.295674,2.295674,1.000000
895,0.000000,2.295803,2.295803,1.000000
896,0.000000,2.295716,2.295716,1.000000
897,0.000000,2.294375,2.294375,1.000000
898,0.000000,2.293709,2.293709,1.000000
899,0.000000,2.295679,2.295679,1.000000
900,0.000000,2.295658,2.295658,1.000000
901,0.000000,2.295347,2.295347,1.000000
902,0.000000,2.293070,2.293070,1.000000
903,0.000000,2.296012,2.296012,1.000000
904,0.000000,2.294552,2.294552,1.000000
905,0.000000,2.294967,2.294967,1.000000
906,0.000000,2.293144,2.293144,1.000000
907,0.000000,2.294104,2.294104,1.000000
908,0.000000,2.293019,2.293019,1.000000
909,0.000000,2.293416,2.293416,1.000000
910,0.000000,2.294407,2.294407,1.000000
911,0.000000,2.294641,2.294641,1.000000
912,0.000000,2.294667,2.294667,1.000000
913,0.000000,2.295464,2.295464,1.000000
914,0.000000,2.295895,2.295895,1.000000
915,0.000000,2.294092,2.294092,1.000000
916,0.000000,2.294291,2.294291,1.000000
917,0.000000,2.296081,2.296081,1.000000
918,0.000000,2.294192,2.294192,1.000000
919,0.000000,2.293087,2.293087,1.000000
920,0.000000,2.293301,2.293301,1.000000
921,0.000000,2.295937,2.295937,1.000000
922,0.000000,2.293616,2.293616,1.000000
923,0.000000,2.295149,2.295149,1.000000
924,0.000000,2.293090,2.293090,1.000000
925,0.000000,2.295708,2.295708,1.000000
926,0.000000,2.295412,2.295412,1.000000
927,0.000000,2.295543,2.295543,1.000000
928,0.000000,2.294184,2.294184,1.000000
929,0.000000,2.295037,2.295037,1.000000
930,0.000000,2.295936,2.295936,1.000000
931,0.000000,2.295515,2.295515,1.000000
932,0.000000,2.293102,2.293102,1.000000
933,0.000000,2.293340,2.293340,1.000000
934,0.000000,2.295453,2.295453,1.000000
935,0.000000,2.295371,2.295371,1.000000
936,0.000000,2.294391,2.294391,1.000000
937,0.000000,2.295251,2.295251,1.000000
938,0.000000,2.295681,2.295681,1.000000
939,0.000000,2.293251,2.293251,1.000000
940,0.000000,2.293710,2.293710,1.000000
941,0.000000,2.295248,2.295248,1.000000
942,0.000000,2.293027,2.293027,1.000000
943,0.000000,2.294657,2.294657,1.000000
944,0.000000,2.292925,2.292925,1.000000
945,0.000000,2.295899,2.295899,1.000000
946,0.000000,2.294301,2.294301,1.000000
947,0.000000,2.295554,2.295554,1.000000
948,0.000000,2.294863,2.294863,1.000000
949,0.000000,2.295599,2.295599,1.000000
950,0.000000,2.293113,2.293113,1.000000
951,0.000000,2.293978,2.293978,1.000000
952,0.000000,2.293476,2.293476,1.000000
953,0.000000,2.293757,2.293757,1.000000
954,0.000000,2.294441,2.294441,1.000000
955,0.000000,2.295654,2.295654,1.000000
956,0.000000,2.293950,2.293950,1.000000
957,0.000000,2.295187,2.295187,1.000000
958,0.000000,2.293552,2.293552,1.000000
959,0.000000,2.294219,2.294219,1.000000
960,0.000000,2.294014,2.294014,1.000000
961,0.000000,2.294331,2.294331,1.000000
962,0.000000,2.293778,2.293778,1.000000
963,0.000000,2.294372,2.294372,1.000000
964,0.000000,2.295438,2.295438,1.000000
965,0.000000,2.293231,2.293231,1.000000
966,0.000000,2.292763,2.292763,1.000000
967,0.000000,2.294766,2.294766,1.000000
968,0.000000,2.294908,2.294908,1.000000
969,0.000000,2.293357,2.293357,1.000000
970,0.000000,2.295282,2.295282,1.000000
971,0.000000,2.295419,2.295419,1.000000
972,0.000000,2.294192,2.294192,1.000000
973,0.000000,2.294848,2.294848,1.000000
974,0.000000,2.295087,2.295087,1.000000
975,0.000000,2.294411,2.294411,1.000000
976,0.000000,2.295523,2.295523,1.000000
977,0.000000,2.293774,2.293774,1.000000
978,0.000000,2.294452,2.294452,1.000000
979,0.000000,2.293137,2.293137,1.000000
980,0.000000,2.295429,2.295429,1.000000
981,0.000000,2.294283,2.294283,1.000000
982,0.000000,2.294780,2.294780,1.000000
983,0.000000,2.296117,2.296117,1.000000
984,0.000000,2.292768,2.292768,1.000000
985,0.000000,2.295290,2.295290,1.000000
986,0.000000,2.293107,2.293107,1.000000
987,0.000000,2.293359,2.293359,1.000000
988,0.000000,2.294235,2.294235,1.000000
989,0.000000,2.293262,2.293262,1.000000
990,0.000000,2.294544,2.294544,1.000000
991,0.000000,2.295460,2.295460,1.000000
992,0.000000,2.294723,2.294723,1.000000
993,0.000000,2.292878,2.292878,1.000000
994,0.000000,2.292904,2.292904,1.000000
995,0.000000,2.294465,2.294465,1.000000
996,0.000000,2.294368,2.294368,1.000000
997,0.000000,2.294118,2.294118,1.000000
998,0.000000,2.295511,2.295511,1.000000
999,0.000000,2.293854,2.293854,1.000000
1000,0.000000,2.293708,2.293708,1.000000
