test_data,I_a,I_b,I_c,Fault_Type
628,2.645252,2.645252,2.645252,0.000000
629,2.643419,2.643419,2.643419,0.000000
630,2.647998,2.647998,2.647998,0.000000
631,2.641605,2.641605,2.641605,0.000000
632,2.641642,2.641642,2.641642,0.000000
633,2.645586,2.645586,2.645586,0.000000
634,2.647345,2.647345,2.647345,0.000000
635,2.642510,2.642510,2.642510,0.000000
636,2.647932,2.647932,2.647932,0.000000
637,2.649846,2.649846,2.649846,0.000000
638,2.645560,2.645560,2.645560,0.000000
639,2.647826,2.647826,2.647826,0.000000
640,2.646627,2.646627,2.646627,0.000000
641,2.643174,2.643174,2.643174,0.000000
642,2.649572,2.649572,2.649572,0.000000
643,2.645658,2.645658,2.645658,0.000000
644,2.648901,2.648901,2.648901,0.000000
645,2.642961,2.642961,2.642961,0.000000
646,2.645542,2.645542,2.645542,0.000000
647,2.641847,2.641847,2.641847,0.000000
648,2.645958,2.645958,2.645958,0.000000
649,2.644530,2.644530,2.644530,0.000000
650,2.648065,2.648065,2.648065,0.000000
651,2.650224,2.650224,2.650224,0.000000
652,2.649131,2.649131,2.649131,0.000000
653,2.648934,2.648934,2.648934,0.000000
654,2.648669,2.648669,2.648669,0.000000
655,2.644679,2.644679,2.644679,0.000000
656,2.647245,2.647245,2.647245,0.000000
657,2.642291,2.642291,2.642291,0.000000
658,2.650363,2.650363,2.650363,0.000000
659,2.644660,2.644660,2.644660,0.000000
660,2.649777,2.649777,2.649777,0.000000
661,2.642000,2.642000,2.642000,0.000000
662,2.649684,2.649684,2.649684,0.000000
663,2.647071,2.647071,2.647071,0.000000
664,2.649145,2.649145,2.649145,0.000000
665,2.642411,2.642411,2.642411,0.000000
666,2.642512,2.642512,2.642512,0.000000
667,2.644258,2.644258,2.644258,0.000000
668,2.642146,2.642146,2.642146,0.000000
669,2.647716,2.647716,2.647716,0.000000
670,2.647487,2.647487,2.647487,0.000000
671,2.644091,2.644091,2.644091,0.000000
672,2.650400,2.650400,2.650400,0.000000
673,2.649445,2.649445,2.649445,0.000000
674,2.647097,2.647097,2.647097,0.000000
675,2.649613,2.649613,2.649613,0.000000
676,2.646367,2.646367,2.646367,0.000000
677,2.649719,2.649719,2.649719,0.000000
678,2.644532,2.644532,2.644532,0.000000
679,2.648389,2.648389,2.648389,0.000000
680,2.644121,2.644121,2.644121,0.000000
681,2.647219,2.647219,2.647219,0.000000
682,2.648520,2.648520,2.648520,0.000000
683,2.647447,2.647447,2.647447,0.000000
684,2.649802,2.649802,2.649802,0.000000
685,2.645590,2.645590,2.645590,0.000000
686,2.648048,2.648048,2.648048,0.000000
687,2.645379,2.645379,2.645379,0.000000
688,2.649381,2.649381,2.649381,0.000000
689,2.649064,2.649064,2.649064,0.000000
690,2.650120,2.650120,2.650120,0.000000
691,2.645771,2.645771,2.645771,0.000000
692,2.648175,2.648175,2.648175,0.000000
693,2.643458,2.643458,2.643458,0.000000
694,2.647346,2.647346,2.647346,0.000000
695,2.644035,2.644035,2.644035,0.000000
696,2.645816,2.645816,2.645816,0.000000
697,2.643222,2.643222,2.643222,0.000000
698,2.649772,2.649772,2.649772,0.000000
699,2.649384,2.649384,2.649384,0.000000
700,2.642119,2.642119,2.642119,0.000000
701,2.649596,2.649596,2.649596,0.000000
702,2.643686,2.643686,2.643686,0.000000
703,2.648747,2.648747,2.648747,0.000000
704,2.644146,2.644146,2.644146,0.000000
705,2.645033,2.645033,2.645033,0.000000
706,2.641491,2.641491,2.641491,0.000000
707,2.642182,2.642182,2.642182,0.000000
708,2.644527,2.644527,2.644527,0.000000
709,2.649953,2.649953,2.649953,0.000000
710,2.642028,2.642028,2.642028,0.000000
711,2.643794,2.643794,2.643794,0.000000
712,2.647156,2.647156,2.647156,0.000000
713,2.643872,2.643872,2.643872,0.000000
714,2.645503,2.645503,2.645503,0.000000
715,2.643633,2.643633,2.643633,0.000000
716,2.641848,2.641848,2.641848,0.000000
717,2.647601,2.647601,2.647601,0.000000
718,2.644308,2.644308,2.644308,0.000000
719,2.643699,2.643699,2.643699,0.000000
720,2.643853,2.643853,2.643853,0.000000
721,2.642080,2.642080,2.642080,0.000000
722,2.650067,2.650067,2.650067,0.000000
723,2.642269,2.642269,2.642269,0.000000
724,2.648676,2.648676,2.648676,0.000000
725,2.644937,2.644937,2.644937,0.000000
726,2.650320,2.650320,2.650320,0.000000
727,2.643438,2.643438,2.643438,0.000000
728,2.642440,2.642440,2.642440,0.000000
729,2.644221,2.644221,2.644221,0.000000
730,2.647801,2.647801,2.647801,0.000000
731,2.642216,2.642216,2.642216,0.000000
732,2.643666,2.643666,2.643666,0.000000
733,2.648998,2.648998,2.648998,0.000000
734,2.641617,2.641617,2.641617,0.000000
735,2.649340,2.649340,2.649340,0.000000
736,2.644132,2.644132,2.644132,0.000000
737,2.647751,2.647751,2.647751,0.000000
738,2.645028,2.645028,2.645028,0.000000
739,2.648282,2.648282,2.648282,0.000000
740,2.648231,2.648231,2.648231,0.000000
741,2.647838,2.647838,2.647838,0.000000
742,2.647590,2.647590,2.647590,0.000000
743,2.648157,2.648157,2.648157,0.000000
744,2.641747,2.641747,2.641747,0.000000
745,2.646590,2.646590,2.646590,0.000000
746,2.646661,2.646661,2.646661,0.000000
747,2.648781,2.648781,2.648781,0.000000
748,2.647542,2.647542,2.647542,0.000000
749,2.641931,2.641931,2.641931,0.000000
750,2.644973,2.644973,2.644973,0.000000
751,2.645992,2.645992,2.645992,0.000000
752,2.645857,2.645857,2.645857,0.000000
753,2.644778,2.644778,2.644778,0.000000
754,2.641583,2.641583,2.641583,0.000000
755,2.645488,2.645488,2.645488,0.000000
756,2.648357,2.648357,2.648357,0.000000
757,2.649598,2.649598,2.649598,0.000000
758,2.647926,2.647926,2.647926,0.000000
759,2.643877,2.643877,2.643877,0.000000
760,2.644921,2.644921,2.644921,0.000000
761,2.641613,2.641613,2.641613,0.000000
762,2.646809,2.646809,2.646809,0.000000
763,2.649296,2.649296,2.649296,0.000000
764,2.649599,2.649599,2.649599,0.000000
765,2.646941,2.646941,2.646941,0.000000
766,2.650321,2.650321,2.650321,0.000000
767,2.646373,2.646373,2.646373,0.000000
768,2.648380,2.648380,2.648380,0.000000
769,2.648823,2.648823,2.648823,0.000000
770,2.649232,2.649232,2.649232,0.000000
771,2.647625,2.647625,2.647625,0.000000
772,2.646287,2.646287,2.646287,0.000000
773,2.650223,2.650223,2.650223,0.000000
774,2.649221,2.649221,2.649221,0.000000
775,2.645470,2.645470,2.645470,0.000000
776,2.644538,2.644538,2.644538,0.000000
777,2.642106,2.642106,2.642106,0.000000
778,2.644278,2.644278,2.644278,0.000000
779,2.642651,2.642651,2.642651,0.000000
780,2.646011,2.646011,2.646011,0.000000
781,2.645173,2.645173,2.645173,0.000000
782,2.644363,2.644363,2.644363,0.000000
783,2.643323,2.643323,2.643323,0.000000
784,2.646172,2.646172,2.646172,0.000000
785,2.646916,2.646916,2.646916,0.000000
786,2.645975,2.645975,2.645975,0.000000
787,2.647644,2.647644,2.647644,0.000000
788,2.646767,2.646767,2.646767,0.000000
789,2.647181,2.647181,2.647181,0.000000
790,2.648404,2.648404,2.648404,0.000000
791,2.642891,2.642891,2.642891,0.000000
792,2.646475,2.646475,2.646475,0.000000
793,2.643886,2.643886,2.643886,0.000000
794,2.649335,2.649335,2.649335,0.000000
795,2.645584,2.645584,2.645584,0.000000
796,2.649194,2.649194,2.649194,0.000000
797,2.645025,2.645025,2.645025,0.000000
798,2.649441,2.649441,2.649441,0.000000
799,2.641734,2.641734,2.641734,0.000000
800,2.648040,2.648040,2.648040,0.000000
801,2.641733,2.641733,2.641733,0.000000
802,2.641268,2.641268,2.641268,0.000000
803,2.646206,2.646206,2.646206,0.000000
804,2.643945,2.643945,2.643945,0.000000
805,2.647626,2.647626,2.647626,0.000000
806,2.648625,2.648625,2.648625,0.000000
807,2.648659,2.648659,2.648659,0.000000
808,2.648980,2.648980,2.648980,0.000000
809,2.650100,2.650100,2.650100,0.000000
810,2.645653,2.645653,2.645653,0.000000
811,2.641932,2.641932,2.641932,0.000000
812,2.644560,2.644560,2.644560,0.000000
813,2.649308,2.649308,2.649308,0.000000
814,2.647903,2.647903,2.647903,0.000000
815,2.644212,2.644212,2.644212,0.000000
816,2.644471,2.644471,2.644471,0.000000
817,2.645524,2.645524,2.645524,0.000000
818,2.642583,2.642583,2.642583,0.000000
819,2.648100,2.648100,2.648100,0.000000
820,2.642249,2.642249,2.642249,0.000000
821,2.644052,2.644052,2.644052,0.000000
822,2.646609,2.646609,2.646609,0.000000
823,2.647832,2.647832,2.647832,0.000000
824,2.647229,2.647229,2.647229,0.000000
825,2.649346,2.649346,2.649346,0.000000
826,2.646128,2.646128,2.646128,0.000000
827,2.645569,2.645569,2.645569,0.000000
828,2.649294,2.649294,2.649294,0.000000
829,2.643792,2.643792,2.643792,0.000000
830,2.647970,2.647970,2.647970,0.000000
831,2.644614,2.644614,2.644614,0.000000
832,2.642405,2.642405,2.642405,0.000000
833,2.641950,2.641950,2.641950,0.000000
834,2.646474,2.646474,2.646474,0.000000
835,2.642902,2.642902,2.642902,0.000000
836,2.644642,2.644642,2.644642,0.000000
837,2.649594,2.649594,2.649594,0.000000
838,2.646421,2.646421,2.646421,0.000000
839,2.646874,2.646874,2.646874,0.000000
840,2.644297,2.644297,2.644297,0.000000
841,2.650366,2.650366,2.650366,0.000000
842,2.641627,2.641627,2.641627,0.000000
843,2.644902,2.644902,2.644902,0.000000
844,2.645271,2.645271,2.645271,0.000000
845,2.648178,2.648178,2.648178,0.000000
846,2.645619,2.645619,2.645619,0.000000
847,2.650095,2.650095,2.650095,0.000000
848,2.643449,2.643449,2.643449,0.000000
849,2.648022,2.648022,2.648022,0.000000
850,2.649265,2.649265,2.649265,0.000000
851,2.650338,2.650338,2.650338,0.000000
852,2.649071,2.649071,2.649071,0.000000
853,2.649116,2.649116,2.649116,0.000000
854,2.646818,2.646818,2.646818,0.000000
855,2.648196,2.648196,2.648196,0.000000
856,2.644338,2.644338,2.644338,0.000000
857,2.644882,2.644882,2.644882,0.000000
858,2.645766,2.645766,2.645766,0.000000
859,2.643138,2.643138,2.643138,0.000000
860,2.647650,2.647650,2.647650,0.000000
861,2.649038,2.649038,2.649038,0.000000
862,2.648957,2.648957,2.648957,0.000000
863,2.645585,2.645585,2.645585,0.000000
864,2.646788,2.646788,2.646788,0.000000
865,2.647239,2.647239,2.647239,0.000000
866,2.643341,2.643341,2.643341,0.000000
867,2.646076,2.646076,2.646076,0.000000
868,2.645153,2.645153,2.645153,0.000000
869,2.649540,2.649540,2.649540,0.000000
870,2.643188,2.643188,2.643188,0.000000
871,2.643963,2.643963,2.643963,0.000000
872,2.650227,2.650227,2.650227,0.000000
873,2.647479,2.647479,2.647479,0.000000
874,2.649168,2.649168,2.649168,0.000000
875,2.649820,2.649820,2.649820,0.000000
876,2.649605,2.649605,2.649605,0.000000
877,2.647285,2.647285,2.647285,0.000000
878,2.642187,2.642187,2.642187,0.000000
879,2.647291,2.647291,2.647291,0.000000
880,2.645166,2.645166,2.645166,0.000000
881,2.646324,2.646324,2.646324,0.000000
882,2.648512,2.648512,2.648512,0.000000
883,2.642159,2.642159,2.642159,0.000000
884,2.644654,2.644654,2.644654,0.000000
885,2.648406,2.648406,2.648406,0.000000
886,2.641664,2.641664,2.641664,0.000000
887,2.643959,2.643959,2.643959,0.000000
888,2.647136,2.647136,2.647136,0.000000
889,2.647839,2.647839,2.647839,0.000000
890,2.645028,2.645028,2.645028,0.000000
891,2.642867,2.642867,2.642867,0.000000
892,2.649842,2.649842,2.649842,0.000000
893,2.645550,2.645550,2.645550,0.000000
894,2.643517,2.643517,2.643517,0.000000
895,2.644968,2.644968,2.644968,0.000000
896,2.642814,2.642814,2.642814,0.000000
897,2.644003,2.644003,2.644003,0.000000
898,2.645895,2.645895,2.645895,0.000000
899,2.649831,2.649831,2.649831,0.000000
900,2.646683,2.646683,2.646683,0.000000
901,2.645899,2.645899,2.645899,0.000000
902,2.649065,2.649065,2.649065,0.000000
903,2.647551,2.647551,2.647551,0.000000
904,2.646807,2.646807,2.646807,0.000000
905,2.649378,2.649378,2.649378,0.000000
906,2.649036,2.649036,2.649036,0.000000
907,2.648958,2.648958,2.648958,0.000000
908,2.643142,2.643142,2.643142,0.000000
909,2.650006,2.650006,2.650006,0.000000
910,2.645575,2.645575,2.645575,0.000000
911,2.645715,2.645715,2.645715,0.000000
912,2.644389,2.644389,2.644389,0.000000
913,2.641404,2.641404,2.641404,0.000000
914,2.648104,2.648104,2.648104,0.000000
915,2.644240,2.644240,2.644240,0.000000
916,2.644007,2.644007,2.644007,0.000000
917,2.643944,2.643944,2.643944,0.000000
918,2.642144,2.642144,2.642144,0.000000
919,2.642518,2.642518,2.642518,0.000000
920,2.641537,2.641537,2.641537,0.000000
921,2.641465,2.641465,2.641465,0.000000
922,2.645807,2.645807,2.645807,0.000000
923,2.646329,2.646329,2.646329,0.000000
924,2.642203,2.642203,2.642203,0.000000
925,2.646891,2.646891,2.646891,0.000000
926,2.644563,2.644563,2.644563,0.000000
927,2.649255,2.649255,2.649255,0.000000
928,2.647208,2.647208,2.647208,0.000000
929,2.645972,2.645972,2.645972,0.000000
930,2.647766,2.647766,2.647766,0.000000
931,2.647819,2.647819,2.647819,0.000000
932,2.645824,2.645824,2.645824,0.000000
933,2.647172,2.647172,2.647172,0.000000
934,2.643469,2.643469,2.643469,0.000000
935,2.646000,2.646000,2.646000,0.000000
936,2.645908,2.645908,2.645908,0.000000
937,2.646580,2.646580,2.646580,0.000000
938,2.645915,2.645915,2.645915,0.000000
939,2.643331,2.643331,2.643331,0.000000
940,2.646501,2.646501,2.646501,0.000000
941,2.646027,2.646027,2.646027,0.000000
942,2.650194,2.650194,2.650194,0.000000
943,2.645614,2.645614,2.645614,0.000000
944,2.643707,2.643707,2.643707,0.000000
945,2.643604,2.643604,2.643604,0.000000
946,2.650387,2.650387,2.650387,0.000000
947,2.649389,2.649389,2.649389,0.000000
948,2.650425,2.650425,2.650425,0.000000
949,2.649188,2.649188,2.649188,0.000000
950,2.647769,2.647769,2.647769,0.000000
951,2.643407,2.643407,2.643407,0.000000
952,2.648493,2.648493,2.648493,0.000000
953,2.642623,2.642623,2.642623,0.000000
954,2.644522,2.644522,2.644522,0.000000
955,2.648104,2.648104,2.648104,0.000000
956,2.649978,2.649978,2.649978,0.000000
957,2.646964,2.646964,2.646964,0.000000
958,2.645185,2.645185,2.645185,0.000000
959,2.647561,2.647561,2.647561,0.000000
960,2.641608,2.641608,2.641608,0.000000
961,2.648713,2.648713,2.648713,0.000000
962,2.647726,2.647726,2.647726,0.000000
963,2.641668,2.641668,2.641668,0.000000
964,2.644890,2.644890,2.644890,0.000000
965,2.648166,2.648166,2.648166,0.000000
966,2.648539,2.648539,2.648539,0.000000
967,2.641297,2.641297,2.641297,0.000000
968,2.642959,2.642959,2.642959,0.000000
969,2.648888,2.648888,2.648888,0.000000
970,2.643636,2.643636,2.643636,0.000000
971,2.647118,2.647118,2.647118,0.000000
972,2.648178,2.648178,2.648178,0.000000
973,2.647531,2.647531,2.647531,0.000000
974,2.646905,2.646905,2.646905,0.000000
975,2.649133,2.649133,2.649133,0.000000
976,2.646135,2.646135,2.646135,0.000000
977,2.647975,2.647975,2.647975,0.000000
978,2.650250,2.650250,2.650250,0.000000
979,2.646753,2.646753,2.646753,0.000000
980,2.645005,2.645005,2.645005,0.000000
981,2.648155,2.648155,2.648155,0.000000
982,2.645082,2.645082,2.645082,0.000000
983,2.644228,2.644228,2.644228,0.000000
984,2.649920,2.649920,2.649920,0.000000
985,2.647091,2.647091,2.647091,0.000000
986,2.647331,2.647331,2.647331,0.000000
987,2.645206,2.645206,2.645206,0.000000
988,2.643252,2.643252,2.643252,0.000000
989,2.643434,2.643434,2.643434,0.000000
990,2.641761,2.641761,2.641761,0.000000
991,2.647823,2.647823,2.647823,0.000000
992,2.645592,2.645592,2.645592,0.000000
993,2.646681,2.646681,2.646681,0.000000
994,2.649259,2.649259,2.649259,0.000000
995,2.647717,2.647717,2.647717,0.000000
996,2.650179,2.650179,2.650179,0.000000
997,2.649544,2.649544,2.649544,0.000000
998,2.645722,2.645722,2.645722,0.000000
999,2.643605,2.643605,2.643605,0.000000
1000,2.649951,2.649951,2.649951,0.000000
